-1900000,-1800000,-1300000,-1200000
-1900000,-1800000,-1200000,-1100000
-1900000,-1800000,-1100000,-1000000
-1900000,-1800000,-1000000,-900000
-1900000,-1800000,-900000,-800000
-1900000,-1800000,-800000,-700000
-1900000,-1800000,-700000,-600000
-1900000,-1800000,-600000,-500000
-1900000,-1800000,-500000,-400000
-1900000,-1800000,-400000,-300000
-1900000,-1800000,-300000,-200000
-1900000,-1800000,-200000,-100000
-1900000,-1800000,-100000,0
-1900000,-1800000,0,100000
-1900000,-1800000,100000,200000
-1900000,-1800000,200000,300000
-1900000,-1800000,300000,400000
-1900000,-1800000,400000,500000
-1900000,-1800000,500000,600000
-1900000,-1800000,600000,700000
-1900000,-1800000,700000,800000
-1900000,-1800000,800000,900000
-1800000,-1700000,-1300000,-1200000
-1800000,-1700000,-1200000,-1100000
-1800000,-1700000,-1100000,-1000000
-1800000,-1700000,-1000000,-900000
-1800000,-1700000,-900000,-800000
-1800000,-1700000,-800000,-700000
-1800000,-1700000,-700000,-600000
-1800000,-1700000,-600000,-500000
-1800000,-1700000,-500000,-400000
-1800000,-1700000,-400000,-300000
-1800000,-1700000,-300000,-200000
-1800000,-1700000,-200000,-100000
-1800000,-1700000,-100000,0
-1800000,-1700000,0,100000
-1800000,-1700000,100000,200000
-1800000,-1700000,200000,300000
-1800000,-1700000,300000,400000
-1800000,-1700000,400000,500000
-1800000,-1700000,500000,600000
-1800000,-1700000,600000,700000
-1800000,-1700000,700000,800000
-1800000,-1700000,800000,900000
-1700000,-1600000,-1300000,-1200000
-1700000,-1600000,-1200000,-1100000
-1700000,-1600000,-1100000,-1000000
-1700000,-1600000,-1000000,-900000
-1700000,-1600000,-900000,-800000
-1700000,-1600000,-800000,-700000
-1700000,-1600000,-700000,-600000
-1700000,-1600000,-600000,-500000
-1700000,-1600000,-500000,-400000
-1700000,-1600000,-400000,-300000
-1700000,-1600000,-300000,-200000
-1700000,-1600000,-200000,-100000
-1700000,-1600000,-100000,0
-1700000,-1600000,0,100000
-1700000,-1600000,100000,200000
-1700000,-1600000,200000,300000
-1700000,-1600000,300000,400000
-1700000,-1600000,400000,500000
-1700000,-1600000,500000,600000
-1700000,-1600000,600000,700000
-1700000,-1600000,700000,800000
-1700000,-1600000,800000,900000
-1600000,-1500000,-1300000,-1200000
-1600000,-1500000,-1200000,-1100000
-1600000,-1500000,-1100000,-1000000
-1600000,-1500000,-1000000,-900000
-1600000,-1500000,-900000,-800000
-1600000,-1500000,-800000,-700000
-1600000,-1500000,-700000,-600000
-1600000,-1500000,-600000,-500000
-1600000,-1500000,-500000,-400000
-1600000,-1500000,-400000,-300000
-1600000,-1500000,-300000,-200000
-1600000,-1500000,-200000,-100000
-1600000,-1500000,-100000,0
-1600000,-1500000,0,100000
-1600000,-1500000,100000,200000
-1600000,-1500000,200000,300000
-1600000,-1500000,300000,400000
-1600000,-1500000,400000,500000
-1600000,-1500000,500000,600000
-1600000,-1500000,600000,700000
-1600000,-1500000,700000,800000
-1600000,-1500000,800000,900000
-1500000,-1400000,-1300000,-1200000
-1500000,-1400000,-1200000,-1100000
-1500000,-1400000,-1100000,-1000000
-1500000,-1400000,-1000000,-900000
-1500000,-1400000,-900000,-800000
-1500000,-1400000,-800000,-700000
-1500000,-1400000,-700000,-600000
-1500000,-1400000,-600000,-500000
-1500000,-1400000,-500000,-400000
-1500000,-1400000,-400000,-300000
-1500000,-1400000,-300000,-200000
-1500000,-1400000,-200000,-100000
-1500000,-1400000,-100000,0
-1500000,-1400000,0,100000
-1500000,-1400000,100000,200000
-1500000,-1400000,200000,300000
-1500000,-1400000,300000,400000
-1500000,-1400000,400000,500000
-1500000,-1400000,500000,600000
-1500000,-1400000,600000,700000
-1500000,-1400000,700000,800000
-1500000,-1400000,800000,900000
-1400000,-1300000,-1300000,-1200000
-1400000,-1300000,-1200000,-1100000
-1400000,-1300000,-1100000,-1000000
-1400000,-1300000,-1000000,-900000
-1400000,-1300000,-900000,-800000
-1400000,-1300000,-800000,-700000
-1400000,-1300000,-700000,-600000
-1400000,-1300000,-600000,-500000
-1400000,-1300000,-500000,-400000
-1400000,-1300000,-400000,-300000
-1400000,-1300000,-300000,-200000
-1400000,-1300000,-200000,-100000
-1400000,-1300000,-100000,0
-1400000,-1300000,0,100000
-1400000,-1300000,100000,200000
-1400000,-1300000,200000,300000
-1400000,-1300000,300000,400000
-1400000,-1300000,400000,500000
-1400000,-1300000,500000,600000
-1400000,-1300000,600000,700000
-1400000,-1300000,700000,800000
-1400000,-1300000,800000,900000
-1300000,-1200000,-1300000,-1200000
-1300000,-1200000,-1200000,-1100000
-1300000,-1200000,-1100000,-1000000
-1300000,-1200000,-1000000,-900000
-1300000,-1200000,-900000,-800000
-1300000,-1200000,-800000,-700000
-1300000,-1200000,-700000,-600000
-1300000,-1200000,-600000,-500000
-1300000,-1200000,-500000,-400000
-1300000,-1200000,-400000,-300000
-1300000,-1200000,-300000,-200000
-1300000,-1200000,-200000,-100000
-1300000,-1200000,-100000,0
-1300000,-1200000,0,100000
-1300000,-1200000,100000,200000
-1300000,-1200000,200000,300000
-1300000,-1200000,300000,400000
-1300000,-1200000,400000,500000
-1300000,-1200000,500000,600000
-1300000,-1200000,600000,700000
-1300000,-1200000,700000,800000
-1300000,-1200000,800000,900000
-1200000,-1100000,-1300000,-1200000
-1200000,-1100000,-1200000,-1100000
-1200000,-1100000,-1100000,-1000000
-1200000,-1100000,-1000000,-900000
-1200000,-1100000,-900000,-800000
-1200000,-1100000,-800000,-700000
-1200000,-1100000,-700000,-600000
-1200000,-1100000,-600000,-500000
-1200000,-1100000,-500000,-400000
-1200000,-1100000,-400000,-300000
-1200000,-1100000,-300000,-200000
-1200000,-1100000,-200000,-100000
-1200000,-1100000,-100000,0
-1200000,-1100000,0,100000
-1200000,-1100000,100000,200000
-1200000,-1100000,200000,300000
-1200000,-1100000,300000,400000
-1200000,-1100000,400000,500000
-1200000,-1100000,500000,600000
-1200000,-1100000,600000,700000
-1200000,-1100000,700000,800000
-1200000,-1100000,800000,900000
-1100000,-1000000,-1300000,-1200000
-1100000,-1000000,-1200000,-1100000
-1100000,-1000000,-1100000,-1000000
-1100000,-1000000,-1000000,-900000
-1100000,-1000000,-900000,-800000
-1100000,-1000000,-800000,-700000
-1100000,-1000000,-700000,-600000
-1100000,-1000000,-600000,-500000
-1100000,-1000000,-500000,-400000
-1100000,-1000000,-400000,-300000
-1100000,-1000000,-300000,-200000
-1100000,-1000000,-200000,-100000
-1100000,-1000000,-100000,0
-1100000,-1000000,0,100000
-1100000,-1000000,100000,200000
-1100000,-1000000,200000,300000
-1100000,-1000000,300000,400000
-1100000,-1000000,400000,500000
-1100000,-1000000,500000,600000
-1100000,-1000000,600000,700000
-1100000,-1000000,700000,800000
-1100000,-1000000,800000,900000
-1000000,-900000,-1300000,-1200000
-1000000,-900000,-1200000,-1100000
-1000000,-900000,-1100000,-1000000
-1000000,-900000,-1000000,-900000
-1000000,-900000,-900000,-800000
-1000000,-900000,-800000,-700000
-1000000,-900000,-700000,-600000
-1000000,-900000,-600000,-500000
-1000000,-900000,-500000,-400000
-1000000,-900000,-400000,-300000
-1000000,-900000,-300000,-200000
-1000000,-900000,-200000,-100000
-1000000,-900000,-100000,0
-1000000,-900000,0,100000
-1000000,-900000,100000,200000
-1000000,-900000,200000,300000
-1000000,-900000,300000,400000
-1000000,-900000,400000,500000
-1000000,-900000,500000,600000
-1000000,-900000,600000,700000
-1000000,-900000,700000,800000
-1000000,-900000,800000,900000
-900000,-800000,-1300000,-1200000
-900000,-800000,-1200000,-1100000
-900000,-800000,-1100000,-1000000
-900000,-800000,-1000000,-900000
-900000,-800000,-900000,-800000
-900000,-800000,-800000,-700000
-900000,-800000,-700000,-600000
-900000,-800000,-600000,-500000
-900000,-800000,-500000,-400000
-900000,-800000,-400000,-300000
-900000,-800000,-300000,-200000
-900000,-800000,-200000,-100000
-900000,-800000,-100000,0
-900000,-800000,0,100000
-900000,-800000,100000,200000
-900000,-800000,200000,300000
-900000,-800000,300000,400000
-900000,-800000,400000,500000
-900000,-800000,500000,600000
-900000,-800000,600000,700000
-900000,-800000,700000,800000
-900000,-800000,800000,900000
-800000,-700000,-1300000,-1200000
-800000,-700000,-1200000,-1100000
-800000,-700000,-1100000,-1000000
-800000,-700000,-1000000,-900000
-800000,-700000,-900000,-800000
-800000,-700000,-800000,-700000
-800000,-700000,-700000,-600000
-800000,-700000,-600000,-500000
-800000,-700000,-500000,-400000
-800000,-700000,-400000,-300000
-800000,-700000,-300000,-200000
-800000,-700000,-200000,-100000
-800000,-700000,-100000,0
-800000,-700000,0,100000
-800000,-700000,100000,200000
-800000,-700000,200000,300000
-800000,-700000,300000,400000
-800000,-700000,400000,500000
-800000,-700000,500000,600000
-800000,-700000,600000,700000
-800000,-700000,700000,800000
-800000,-700000,800000,900000
-700000,-600000,-1300000,-1200000
-700000,-600000,-1200000,-1100000
-700000,-600000,-1100000,-1000000
-700000,-600000,-1000000,-900000
-700000,-600000,-900000,-800000
-700000,-600000,-800000,-700000
-700000,-600000,-700000,-600000
-700000,-600000,-600000,-500000
-700000,-600000,-500000,-400000
-700000,-600000,-400000,-300000
-700000,-600000,-300000,-200000
-700000,-600000,-200000,-100000
-700000,-600000,-100000,0
-700000,-600000,0,100000
-700000,-600000,100000,200000
-700000,-600000,200000,300000
-700000,-600000,300000,400000
-700000,-600000,400000,500000
-700000,-600000,500000,600000
-700000,-600000,600000,700000
-700000,-600000,700000,800000
-700000,-600000,800000,900000
-600000,-500000,-1300000,-1200000
-600000,-500000,-1200000,-1100000
-600000,-500000,-1100000,-1000000
-600000,-500000,-1000000,-900000
-600000,-500000,-900000,-800000
-600000,-500000,-800000,-700000
-600000,-500000,-700000,-600000
-600000,-500000,-600000,-500000
-600000,-500000,-500000,-400000
-600000,-500000,-400000,-300000
-600000,-500000,-300000,-200000
-600000,-500000,-200000,-100000
-600000,-500000,-100000,0
-600000,-500000,0,100000
-600000,-500000,100000,200000
-600000,-500000,200000,300000
-600000,-500000,300000,400000
-600000,-500000,400000,500000
